Project_ID,Project_Phase,State,Region,Terrain_Type,Tower_Type,Substation_Type,Transmission_Length_KM,Budget_Crore,Material_Type,Lead_Time_Days,Tax_Percentage,Transportation_Cost,Historical_Consumption,Month,Year,Quantity_Required
P44,Commissioning,Maharashtra,West,Plain,220kV,GIS,208,939,Steel,31,14.12,13346.58,951.07,12,2025,1743
P44,Commissioning,Maharashtra,West,Plain,220kV,GIS,208,939,Cement,39,13.91,11777.06,1624.88,12,2025,3145
P44,Commissioning,Maharashtra,West,Plain,220kV,GIS,208,939,Transformer,44,16.22,10432.55,10.73,12,2025,23
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,17,17.69,5409.07,379.17,1,2023,483
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,17,17.2,6991.86,261.39,1,2023,390
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Steel,50,13.21,5838.33,797.57,1,2023,1123
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Cement,18,19.33,5925.28,1355.98,1,2023,1940
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,59,21.84,7397.99,11.23,1,2023,14
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,25,20.94,5465.14,373.67,2,2023,486
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,18,12.37,5163.98,318.93,2,2023,364
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Steel,43,13.74,6717.43,894.9,2,2023,1120
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Cement,37,20.43,7172.35,1563.26,2,2023,2166
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,58,14.46,5671.76,11.01,2,2023,14
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,25,15.3,6807.88,403.06,3,2023,509
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,32,16.74,7617.75,319.12,3,2023,376
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Steel,33,15.33,7307.5,848.57,3,2023,1099
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Cement,32,19.52,5619.79,1420.18,3,2023,2114
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,26,15.0,6323.69,8.06,3,2023,13
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,49,18.07,7453.0,338.9,4,2023,559
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,25,14.15,7616.93,300.73,4,2023,355
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Steel,19,18.33,7040.77,640.41,4,2023,966
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Cement,23,12.35,7654.55,1387.98,4,2023,1856
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,26,17.8,6130.43,9.15,4,2023,11
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,54,21.64,6983.79,361.78,5,2023,579
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,19,14.9,6409.22,339.31,5,2023,367
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Steel,53,19.19,7118.01,714.26,5,2023,1017
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Cement,31,20.96,6198.66,1369.67,5,2023,2014
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,27,19.64,7947.06,9.67,5,2023,13
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,20,19.05,5991.26,399.29,6,2023,501
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,54,12.23,7442.06,270.22,6,2023,393
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Steel,44,15.24,5758.29,659.52,6,2023,1003
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Cement,53,12.27,5090.89,1622.56,6,2023,1888
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,48,21.78,7104.45,11.59,6,2023,12
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,54,13.17,7942.0,326.8,7,2023,529
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,32,13.35,5964.82,313.03,7,2023,366
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Steel,45,14.91,5091.19,940.32,7,2023,930
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Cement,20,16.57,5614.86,1648.18,7,2023,1637
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,47,14.45,7558.74,10.45,7,2023,12
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,58,20.58,6513.74,397.12,8,2023,470
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,25,19.67,7052.83,315.19,8,2023,351
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Steel,39,15.85,7844.91,717.49,8,2023,863
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Cement,30,14.62,6569.95,1666.4,8,2023,1554
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,23,19.81,5150.6,11.77,8,2023,10
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,26,17.52,5181.14,367.23,9,2023,416
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,29,17.82,5256.79,298.94,9,2023,345
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Steel,50,12.42,5833.46,884.18,9,2023,965
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Cement,42,13.95,7037.82,1750.18,9,2023,1760
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,34,21.34,6215.35,11.84,9,2023,10
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,49,12.84,5513.37,421.16,10,2023,495
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,24,19.25,6514.18,262.71,10,2023,315
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Steel,19,19.01,7723.92,894.56,10,2023,866
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Cement,35,18.69,7728.9,1620.84,10,2023,1810
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,58,17.78,7243.94,10.8,10,2023,13
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,33,15.14,5874.23,399.99,11,2023,478
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,35,19.68,5501.05,349.75,11,2023,351
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Steel,34,14.97,5486.06,919.47,11,2023,858
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Cement,38,20.41,7436.42,1430.6,11,2023,1716
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,56,20.92,6945.34,9.45,11,2023,13
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,50,20.0,5827.11,388.86,12,2023,534
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,33,21.67,7737.21,265.65,12,2023,365
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Steel,41,17.71,7748.18,840.36,12,2023,981
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Cement,55,17.99,5470.41,1244.42,12,2023,2129
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,48,15.23,5160.03,9.69,12,2023,14
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,39,20.52,5627.85,386.54,1,2024,889
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,45,15.47,6839.72,303.67,1,2024,624
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Steel,28,20.55,5415.78,893.82,1,2024,1549
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Cement,30,16.48,5592.19,1204.61,1,2024,3334
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,30,18.48,7901.95,10.37,1,2024,18
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,54,18.45,5498.68,424.77,2,2024,838
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,56,20.93,7340.62,317.9,2,2024,739
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Steel,56,20.58,5606.31,751.19,2,2024,1993
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Cement,55,16.7,7386.67,1296.58,2,2024,3709
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,42,12.86,6936.04,10.28,2,2024,23
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,36,12.11,5646.92,384.91,3,2024,912
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,45,20.61,5091.35,256.23,3,2024,651
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Steel,43,18.08,8020.11,723.52,3,2024,1791
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Cement,40,19.43,6195.02,1477.56,3,2024,3356
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,33,21.58,7954.57,10.97,3,2024,23
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,16,18.96,6497.76,453.53,4,2024,798
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,45,15.86,7405.74,291.76,4,2024,697
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Steel,49,21.07,5908.25,649.12,4,2024,1870
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Cement,44,20.77,6411.31,1597.88,4,2024,3439
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,41,21.51,5224.3,9.1,4,2024,20
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,22,14.67,6778.59,337.39,5,2024,797
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,34,21.38,5861.02,285.64,5,2024,701
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Steel,28,14.36,7256.81,786.64,5,2024,1618
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Cement,33,14.43,5829.7,1218.31,5,2024,3283
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,38,19.94,6961.98,9.77,5,2024,22
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,15,21.39,5885.45,371.81,6,2024,714
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,20,13.86,6256.79,266.59,6,2024,559
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Steel,40,14.55,6692.43,915.28,6,2024,1614
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Cement,18,18.58,7630.09,1760.37,6,2024,2887
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,56,20.95,6777.33,11.07,6,2024,21
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,32,15.13,5390.95,330.63,7,2024,776
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,41,18.56,5100.06,285.29,7,2024,637
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Steel,54,21.41,7979.14,848.41,7,2024,1648
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Cement,49,19.86,6047.93,1425.86,7,2024,2854
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,23,18.8,5112.75,11.11,7,2024,18
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,26,21.55,6076.61,470.66,8,2024,672
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,40,21.0,7166.35,308.23,8,2024,515
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Steel,30,14.23,6205.88,680.63,8,2024,1457
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Cement,49,20.34,7671.76,1585.7,8,2024,2822
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,21,12.85,7541.95,9.95,8,2024,16
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,34,17.01,7103.11,359.31,9,2024,725
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,48,20.7,7058.4,262.2,9,2024,585
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Steel,17,12.22,6193.58,938.41,9,2024,1387
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Cement,55,19.46,5718.16,1401.6,9,2024,3167
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,20,13.9,6103.0,10.08,9,2024,18
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,43,19.68,5756.53,455.92,10,2024,797
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,36,21.8,7832.71,344.6,10,2024,560
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Steel,56,12.71,6043.96,902.71,10,2024,1664
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Cement,21,20.89,6541.07,1554.09,10,2024,2381
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,21,12.15,7389.28,8.3,10,2024,17
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,35,21.5,5207.45,419.58,11,2024,801
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,39,16.52,7836.29,330.48,11,2024,514
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Steel,18,15.02,7067.08,656.12,11,2024,1398
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Cement,17,12.88,6067.07,1702.85,11,2024,2655
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,46,14.55,6418.09,10.04,11,2024,20
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,29,21.33,5442.38,479.87,12,2024,780
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,28,16.28,6350.03,282.54,12,2024,603
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Steel,24,13.23,6998.25,946.84,12,2024,1659
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Cement,49,13.62,7337.35,1707.98,12,2024,3174
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,34,17.78,6325.85,11.32,12,2024,20
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,29,16.65,6419.39,400.33,1,2025,534
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,23,18.02,6608.77,311.84,1,2025,396
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Steel,28,13.28,6603.77,713.49,1,2025,1029
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Cement,53,12.16,6121.37,1414.48,1,2025,2276
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,59,15.0,5983.52,11.12,1,2025,13
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,53,13.25,7230.1,446.04,2,2025,617
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,26,21.43,7528.62,348.13,2,2025,408
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Steel,16,21.15,6958.49,687.09,2,2025,1019
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Cement,38,19.92,7050.65,1735.84,2,2025,1889
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,57,15.88,7291.51,10.82,2,2025,13
P45,Commissioning,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,35,16.63,5703.46,443.65,3,2025,623
P45,Commissioning,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,57,16.25,7842.85,350.81,3,2025,499
P45,Commissioning,Telangana,South,Coastal,765kV,GIS,84,989,Steel,50,17.99,7253.66,849.62,3,2025,1375
P45,Commissioning,Telangana,South,Coastal,765kV,GIS,84,989,Cement,49,15.66,5775.26,1741.74,3,2025,2554
P45,Commissioning,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,43,21.78,6187.61,11.54,3,2025,14
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,19,19.8,7831.24,474.18,4,2025,758
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,33,14.24,5324.01,265.66,4,2025,633
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Steel,25,21.57,5536.36,680.87,4,2025,1609
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Cement,35,15.16,8054.61,1379.01,4,2025,3453
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,28,19.35,7980.28,11.57,4,2025,22
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,55,13.75,7976.14,326.37,5,2025,963
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,22,21.6,5193.66,259.26,5,2025,601
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Steel,47,19.73,7183.97,825.48,5,2025,1729
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Cement,16,16.09,5925.13,1279.79,5,2025,2988
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,48,15.08,6578.74,9.77,5,2025,22
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,55,21.99,7000.07,360.07,6,2025,565
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,55,12.49,7024.95,242.35,6,2025,394
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Steel,40,18.98,7611.47,694.81,6,2025,975
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Cement,36,14.51,5813.61,1382.3,6,2025,1857
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,25,14.32,5865.18,11.68,6,2025,11
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,42,20.68,5631.77,449.6,7,2025,745
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,58,17.15,5743.71,264.24,7,2025,624
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Steel,47,13.45,6015.38,784.55,7,2025,1645
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Cement,57,15.75,5796.46,1795.58,7,2025,3103
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,40,13.49,7608.97,11.96,7,2025,20
P45,Commissioning,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,47,21.59,5760.13,407.17,8,2025,530
P45,Commissioning,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,29,17.42,5853.03,299.73,8,2025,362
P45,Commissioning,Telangana,South,Coastal,765kV,GIS,84,989,Steel,52,14.73,7747.14,917.49,8,2025,1112
P45,Commissioning,Telangana,South,Coastal,765kV,GIS,84,989,Cement,55,12.62,6435.46,1282.57,8,2025,2045
P45,Commissioning,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,54,21.24,6902.56,8.53,8,2025,13
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,41,21.96,6719.84,358.23,9,2025,464
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,24,15.12,7824.33,334.4,9,2025,340
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Steel,54,16.34,6032.34,846.12,9,2025,1002
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Cement,47,18.95,6226.29,1281.44,9,2025,1845
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,36,20.03,5391.19,8.75,9,2025,10
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,19,20.44,5299.66,454.77,10,2025,745
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,50,13.3,6235.81,346.09,10,2025,561
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Steel,46,12.7,6778.73,669.26,10,2025,1537
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Cement,50,19.33,7591.11,1683.49,10,2025,2818
P45,Execution,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,40,16.12,6836.23,8.13,10,2025,18
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,54,18.29,7903.6,363.39,11,2025,507
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,21,12.25,6397.51,306.6,11,2025,336
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Steel,18,15.96,5163.55,849.05,11,2025,935
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Cement,23,18.79,6896.58,1612.99,11,2025,1738
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,51,19.37,6890.27,11.75,11,2025,12
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Conductor,29,18.05,6369.4,461.4,12,2025,504
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Insulator,48,18.0,7100.86,309.17,12,2025,390
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Steel,18,15.27,6573.62,818.22,12,2025,924
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Cement,56,17.55,5338.25,1779.19,12,2025,2018
P45,Planning,Telangana,South,Coastal,765kV,GIS,84,989,Transformer,31,17.92,5742.32,9.24,12,2025,10
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Conductor,38,21.27,16354.02,366.39,1,2023,1468
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Insulator,32,18.97,13472.63,266.56,1,2023,1160
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Steel,20,12.84,14443.4,779.75,1,2023,2562
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Cement,56,13.91,13429.06,1262.71,1,2023,6467
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Transformer,52,21.63,16601.04,10.08,1,2023,40
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Conductor,15,17.02,15496.64,362.52,2,2023,1530
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Insulator,31,15.1,15576.17,318.96,2,2023,1154
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Steel,23,17.06,13988.26,921.01,2,2023,2944
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Cement,54,16.06,13643.63,1660.92,2,2023,6382
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Transformer,29,17.97,16140.39,8.47,2,2023,32
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Conductor,57,15.29,15212.33,323.41,3,2023,1663
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Insulator,51,19.69,16547.87,338.1,3,2023,1296
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Steel,39,21.95,16668.11,752.51,3,2023,2956
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Cement,52,20.05,17025.16,1378.14,3,2023,6693
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Transformer,15,18.77,17748.78,9.02,3,2023,36
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Conductor,38,19.09,14156.47,337.77,4,2023,1642
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Insulator,53,15.86,17299.2,261.2,4,2023,1184
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Steel,31,17.98,12406.12,769.31,4,2023,3016
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Cement,57,12.17,12405.12,1797.5,4,2023,6307
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Transformer,44,18.22,11808.23,11.03,4,2023,43
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Conductor,32,16.91,15764.3,331.5,5,2023,1479
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Insulator,40,21.65,15379.34,269.81,5,2023,1190
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Steel,43,18.85,14033.42,884.63,5,2023,3087
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Cement,59,19.4,12953.84,1474.77,5,2023,6022
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Transformer,21,16.24,17574.77,11.46,5,2023,35
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Conductor,22,20.75,17477.85,468.96,6,2023,1264
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Insulator,50,13.47,16513.85,337.75,6,2023,1267
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Steel,56,21.74,12025.26,832.33,6,2023,3144
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Cement,57,15.75,13126.56,1773.31,6,2023,6049
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Transformer,32,14.36,17470.55,8.52,6,2023,37
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Conductor,52,12.32,12205.0,370.42,7,2023,1509
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Insulator,47,15.74,16934.94,278.78,7,2023,1058
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Steel,21,20.14,17677.02,754.46,7,2023,2683
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Cement,22,19.84,14506.85,1425.91,7,2023,4805
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Transformer,42,15.85,12772.15,11.58,7,2023,34
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Conductor,17,19.32,13661.86,413.97,8,2023,1162
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Insulator,15,20.95,13483.22,296.92,8,2023,944
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Steel,36,17.14,16131.66,762.25,8,2023,2716
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Cement,19,13.35,13890.19,1564.2,8,2023,4617
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Transformer,33,13.1,12130.75,9.56,8,2023,30
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Conductor,15,12.92,13423.03,475.73,9,2023,1180
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Insulator,50,16.28,15178.57,284.95,9,2023,964
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Steel,48,13.15,15301.96,938.43,9,2023,2782
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Cement,20,16.79,17956.74,1217.09,9,2023,4362
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Transformer,17,17.83,14430.51,8.32,9,2023,27
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Conductor,41,17.55,13516.67,331.45,10,2023,1463
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Insulator,29,19.81,11659.42,317.6,10,2023,1036
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Steel,21,17.3,15101.9,869.87,10,2023,2241
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Cement,26,12.89,16491.99,1343.17,10,2023,4834
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Transformer,29,12.45,18107.55,11.82,10,2023,32
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Conductor,49,20.1,11812.68,359.94,11,2023,1360
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Insulator,30,16.24,16583.62,359.76,11,2023,977
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Steel,56,21.41,18230.0,779.13,11,2023,2805
P46,Planning,Telangana,South,Plain,400kV,AIS,228,1287,Cement,35,12.78,11599.38,1735.75,11,2023,5275
